Direction,District,Elevator,Floor,Garden,Id,Layout,Price,Region,Renovation,Size,Year 
 南 ,萧山开发区,,6,新义名苑  ,103102542349, 4室2厅 ,288,萧山, 其他,139,
 南 北 ,萧山新城区, 有电梯,27,顺发堤香  ,103102550126, 3室2厅 ,486,萧山, 简装 ,133.42,2013
 东南 ,闻堰, 有电梯,26,隐龙湾  ,103102552172, 4室2厅 ,400,萧山, 其他 ,263.91,2010
 东南 ,萧山开发区, 有电梯,19,建境巧克力公馆  ,103102559788, 6室2厅 ,183,萧山, 其他 ,263.91,2016
 东南 ,钱江世纪城, 有电梯,36,顺发和美家  ,103102570090, 4室2厅 ,630,萧山, 其他 ,263.91,2012
 东 南 北 ,钱江世纪城, 有电梯,18,佳境天城佳合苑  ,103102576163, 3室2厅 ,530,萧山, 毛坯 ,143.28,2007
 南 ,湘湖, 有电梯,11,湖畔宽邸  ,103102576539, 5室2厅 ,850,萧山, 毛坯 ,326,2007
 南 北 ,萧山新城区, 有电梯,33,华瑞晴庐  ,103102578938, 5室2厅 ,520,萧山, 简装 ,150.95,2015
 南 ,钱江世纪城, 有电梯,33,顺发江南丽锦  ,103102579261, 4室1厅 ,770,萧山, 其他 ,171.21,2014
 东 ,萧山新城区, 有电梯,27,萧山宝龙城市广场  ,103102581978, 1室1厅 ,85,萧山, 精装 ,33.47,2016
 南 北 ,闻堰, 无电梯,6,通和戈雅公寓  ,103102589032, 3室2厅 ,388,萧山, 简装 ,143.43,2007
 南 ,萧山新城区, 有电梯,27,保利霞飞郡  ,103102589874, 3室1厅 ,400,萧山, 简装 ,86.92,2013
 南 ,钱江世纪城, 有电梯,29,顺发康庄  ,103102594113, 4室2厅 ,340,萧山, 毛坯 ,121.06,2012
 南 北 ,萧山新城区, 有电梯,27,新城香悦奥府  ,103102595928, 4室2厅 ,440,萧山, 毛坯 ,128.45,2018
 南 ,萧山市区,,5,人民路66号  ,103102604415, 2室1厅 ,128,萧山, 简装,46.68,
 南 ,萧山新城区,,30,龙湖旭辉春江悦茗  ,103102606035, 3室1厅 ,430,萧山, 简装,46.68,2017
 南 ,萧山新城区, 有电梯,30,龙湖旭辉春江悦茗  ,103102608237, 3室2厅 ,450,萧山, 简装 ,89.95,2017
 南 北 ,南部卧城,,6,南城景园  ,103102610831, 3室2厅 ,250,萧山, 简装,100.23,2012
 东南 ,闻堰, 无电梯,5,通和戈雅公寓  ,103102612807, 4室2厅 ,460,萧山, 其他 ,159.37,2007
 南 ,萧山新城区, 无电梯,18,泰和天辰国际广场  ,103102614223, 2室1厅 ,280,萧山, 精装 ,112.81,
 南 ,闻堰,,5,三江新村  ,103102616079, 3室2厅 ,318,萧山, 其他,125.06,
 南 ,南部卧城,,14,科尔南城嘉园  ,103102616781, 3室2厅 ,340,萧山, 毛坯,138,
 南 ,萧山新城区, 有电梯,27,新城香悦奥府  ,103102617693, 4室2厅 ,442,萧山, 毛坯 ,115.39,2018
 南 ,南部卧城, 有电梯,27,光明尚海湾  ,103102664252, 3室2厅 ,251,萧山, 毛坯 ,115.39,2016
 南 ,南部卧城, 无电梯,6,广宁小区  ,103102712217, 2室1厅 ,195,萧山, 毛坯 ,78.01,2000
 南 北 ,湘湖, 有电梯,17,华瑞湘湖美地  ,103102720625, 2室1厅 ,275,萧山, 其他 ,80.82,2013
 南 ,萧山开发区,,15,金满府  ,103102731877, 3室2厅 ,198,萧山, 毛坯,106.52,2017
 南 ,钱江世纪城,,36,顺发和美家  ,103102091300, 3室2厅 ,540,萧山, 毛坯,106.52,2012
 南 北 ,钱江世纪城, 有电梯,29,顺发江南丽锦  ,103102253751, 3室2厅 ,550,萧山, 简装 ,114.03,2014
 南 ,萧山开发区,,3,江湾绿苑  ,103102283909, 6室2厅 ,390,萧山, 毛坯,236.5,
 南 ,萧山新城区, 有电梯,30,龙湖旭辉春江悦茗  ,103102356515, 4室2厅 ,530,萧山, 简装 ,116.19,2017
 南 北 ,萧山市区, 有电梯,30,金地天逸  ,103102368778, 4室2厅 ,930,萧山, 精装 ,222,2017
 南 ,义桥,,11,奇景家苑  ,103102385370, 1室1厅 ,85,萧山, 简装,31.35,2015
 南 ,萧山新城区, 有电梯,24,新城香悦奥府  ,103102403422, 2室2厅 ,250,萧山, 毛坯 ,67.5,2018
 南 ,奥体, 有电梯,30,众安嘉润公馆  ,103102491752, 1室1厅 ,185,萧山, 精装 ,62.7,2014
 东 ,闻堰, 有电梯,32,通和戈雅公寓  ,103102524622, 5室2厅 ,580,萧山, 其他 ,291,2007
 北 ,奥体, 有电梯,30,众安嘉润公馆  ,103102591996, 1室1厅 ,225,萧山, 精装 ,62.7,2014
 南 ,大江东,,8,空港新天地  ,103102423092, 1室1厅 ,70,萧山, 精装,46.68,2017
 南 ,萧山市区, 有电梯,19,众安恒隆广场  ,103102489941, 1室1厅 ,125,萧山, 精装 ,56.15,2005
 东 ,萧山新城区, 有电梯,27,萧山宝龙城市广场  ,103102528849, 1室1厅 ,83,萧山, 精装 ,40.32,2016
 西 ,萧山新城区, 有电梯,27,萧山宝龙城市广场  ,103102543346, 1室1厅 ,86,萧山, 精装 ,39.32,2016
 西 ,萧山新城区, 有电梯,27,萧山宝龙城市广场  ,103102543875, 1室1厅 ,90,萧山, 精装 ,33.47,2016
 南 ,萧山新城区, 有电梯,16,中栋国际  ,103102555895, 1室0厅 ,92,萧山, 精装 ,51.72,2015
 南 ,萧山新城区, 有电梯,27,萧山宝龙城市广场  ,103102562453, 1室1厅 ,95,萧山, 简装 ,40.32,2016
 西 ,萧山新城区, 有电梯,27,新世界柏丽轩  ,103102563009, 3室2厅 ,550,萧山, 简装 ,146.37,2008
 南 ,萧山市区, 有电梯,27,金地德圣中心  ,103102593473, 1室1厅 ,112,萧山, 精装 ,49.28,2017
,钱江世纪城,,13,顺发美哉美城  ,103102828977, 3室1厅 ,505,萧山,,,2017
,南部卧城,,30,光明尚海湾  ,103102834438, 3室2厅 ,280,萧山,,,2016
 南 ,南部卧城,,11,南城景园  ,103102837804, 2室2厅 ,275,萧山, 其他,122.7,2012
 南 ,钱江世纪城,,31,德信泊林春天  ,103102849888, 3室1厅 ,350,萧山, 其他,122.7,2017
 东南 ,南部卧城, 有电梯,28,嘉富广场  ,103102734162, 2室1厅 ,135,萧山, 其他 ,60.18,2009
 南 ,南部卧城, 有电梯,23,憬天国际名座  ,103102735720, 1室1厅 ,74,萧山, 其他 ,45.87,
 南 ,萧山新城区, 无电梯,20,高运莱茵传奇  ,103102549352, 1室1厅 ,400,萧山, 简装 ,62.81,2016
 南 ,南部卧城,,22,南润名座  ,103102714236, 1室1厅 ,74.1,萧山, 毛坯,35.27,2017
 南 ,南部卧城,,22,南润名座  ,103102717835, 1室1厅 ,59,萧山, 毛坯,30.1,2017
 西 ,萧山新城区, 有电梯,27,新世界柏丽轩  ,103102512289, 1室1厅 ,100,萧山, 简装 ,68.52,2008
 南 ,闻堰, 无电梯,5,通和戈雅公寓  ,103102540024, 3室2厅 ,480,萧山, 简装 ,167.56,2007
 东 南 北 ,萧山新城区, 有电梯,27,新城香悦奥府  ,103102759642, 4室2厅 ,510,萧山, 毛坯 ,118.74,2018
 南 北 ,萧山市区, 有电梯,28,尚美名府  ,103102768264, 3室2厅 ,450,萧山, 精装 ,155.55,2014
 南 ,南部卧城, 有电梯,23,憬天国际名座  ,103102735728, 1室1厅 ,74,萧山, 其他 ,45.87,
 南 ,萧山新城区, 有电梯,31,华瑞晴庐  ,103102624128, 3室2厅 ,320,萧山, 简装 ,89.52,2015
 南 北 ,钱江世纪城, 有电梯,33,顺发江南丽锦  ,103102555986, 5室2厅 ,658,萧山, 简装 ,171.21,2014
 南 ,闻堰, 有电梯,26,绿城西子郁金香岸  ,103102751309, 3室2厅 ,420,萧山, 其他 ,132.78,2007
 南 ,义桥, 有电梯,27,绿都御景蓝湾  ,103102754710, 3室1厅 ,225,萧山, 其他 ,132.78,2017
 南 北 ,萧山新城区, 有电梯,32,中国铁建江南国际城  ,103102765942, 3室2厅 ,440,萧山, 简装 ,87.7,2017
 南 ,闻堰, 有电梯,27,隐龙湾  ,103102766874, 4室2厅 ,365,萧山, 其他 ,245,2010
 南 北 ,钱江世纪城, 有电梯,33,德信泊林春天  ,103102771581, 3室2厅 ,310,萧山, 简装 ,89.54,2017
 西 ,萧山新城区, 有电梯,27,新世界柏丽轩  ,103102772590, 1室1厅 ,130,萧山, 其他 ,68.52,2008
 南 ,钱江世纪城, 有电梯,18,佳境天城人合苑  ,103102563633, 2室2厅 ,400,萧山, 简装 ,107.17,2007
 南 ,钱江世纪城, 有电梯,23,金昌春和钱塘  ,103102568969, 4室2厅 ,795,萧山, 简装 ,159.11,2015
 南 北 ,南部卧城, 无电梯,5,广和公寓  ,103102570238, 4室2厅 ,360,萧山, 简装 ,154.45,2000
 南 北 ,萧山市区, 无电梯,7,市心南路12号  ,103102576790, 2室1厅 ,186,萧山, 简装 ,154.45,
 南 北 ,义桥, 有电梯,11,南岸花城  ,103102599129, 2室2厅 ,280,萧山, 简装 ,96.69,2007
 南 ,钱江世纪城, 有电梯,18,佳境天城人合苑  ,103102625532, 3室2厅 ,450,萧山, 精装 ,111.78,2007
 南 ,萧山开发区,,2,天乐云都  ,103102625644, 5室2厅 ,1340,萧山, 其他,373,
 南 ,萧山开发区,,18,中新御景湾  ,103102635713, 3室2厅 ,280,萧山, 毛坯,90.48,2013
 南 北 ,萧山新城区, 有电梯,30,龙湖旭辉春江悦茗  ,103102676697, 3室2厅 ,430,萧山, 简装 ,89.5,2017
 南 ,义桥, 有电梯,32,金域三江  ,103102688372, 3室2厅 ,310,萧山, 简装 ,144.12,2009
 南 ,闻堰, 无电梯,6,江南摩卡  ,103102698383, 3室2厅 ,380,萧山, 简装 ,123.71,2009
 南 ,钱江世纪城, 有电梯,29,顺发康庄  ,103102719755, 3室1厅 ,260,萧山, 简装 ,75.26,2012
 南 ,萧山市区, 有电梯,18,盛元蓝爵国际  ,103102732428, 2室2厅 ,435,萧山, 简装 ,75.26,2012
 南 ,钱江世纪城, 有电梯,19,金昌春和钱塘  ,103102733725, 3室1厅 ,480,萧山, 简装 ,86.94,2015
 南 ,湘湖, 有电梯,18,华瑞湘湖林语  ,103102735626, 2室2厅 ,270,萧山, 简装 ,86.94,2007
 南 北 ,大江东,,12,德意空港国际  ,103102742793, 3室1厅 ,240,萧山, 精装,89.59,2013
 南 北 ,奥体,,30,众安嘉润公馆  ,103102746399, 1室1厅 ,210,萧山, 精装,89.59,2014
 北 ,奥体, 有电梯,30,众安嘉润公馆  ,103102850033, 1室1厅 ,200,萧山, 其他 ,70.4,2014
 西北 ,钱江世纪城, 有电梯,40,港丽望京  ,103102855102, 0室0厅 ,1500,萧山, 其他 ,545.73,2015
 东 ,闻堰, 有电梯,32,通和戈雅公寓  ,103102860436, 3室2厅 ,370,萧山, 其他 ,137.64,2007
 东 ,萧山新城区, 有电梯,30,龙湖旭辉春江悦茗  ,103102860939, 3室2厅 ,408,萧山, 其他 ,137.64,2017
 西南 ,钱江世纪城, 有电梯,22,林之语  ,103102878022, 3室2厅 ,305,萧山, 其他 ,109,
 南 ,萧山新城区, 有电梯,18,高运莱茵传奇  ,103102878041, 3室1厅 ,482,萧山, 其他 ,89.27,2016
 南 ,钱江世纪城, 无电梯,6,恒泰御庭园  ,103102879623, 4室3厅 ,564,萧山, 其他 ,188,1999
 南 ,大江东, 无电梯,18,潮闻天下  ,103102889483, 3室2厅 ,165,萧山, 其他 ,188,2017
 南 北 ,萧山新城区, 有电梯,31,绿城九龙仓钱塘明月  ,103102893078, 3室2厅 ,420,萧山, 精装 ,88.14,2017
 东南 ,萧山市区, 无电梯,6,育才东苑  ,103102894325, 2室1厅 ,190,萧山, 其他 ,56.06,1995
 南 ,义桥,,26,绿都御景蓝湾  ,103102913395, 3室2厅 ,315,萧山, 其他,112.51,2017
 南 ,萧山市区, 有电梯,14,众安恒隆广场  ,103102087318, 1室1厅 ,115,萧山, 精装 ,56.15,2005
 北 ,萧山市区, 有电梯,28,绿都泰富广场  ,103102314474, 2室1厅 ,175,萧山, 简装 ,101.46,2004
 南 ,南部卧城, 有电梯,25,憬天国际名座  ,103102556307, 2室1厅 ,150,萧山, 其他 ,45.4,
 南 ,义桥, 有电梯,11,蹓跶公寓  ,103102674059, 3室2厅 ,235,萧山, 其他 ,45.4,2013
 南 ,萧山市区, 有电梯,14,众安恒隆广场  ,103102696377, 1室1厅 ,110,萧山, 其他 ,56.15,2005
 南 ,奥体, 有电梯,30,众安嘉润公馆  ,103102709156, 1室1厅 ,145,萧山, 其他 ,56.15,2014
 南 ,萧山新城区, 有电梯,27,萧山宝龙城市广场  ,103102729010, 1室1厅 ,92,萧山, 其他 ,40.32,2016
 西南 ,萧山市区, 有电梯,17,金马同盛  ,103102730686, 1室1厅 ,159,萧山, 精装 ,57.66,
 北 ,萧山新城区, 有电梯,16,中栋国际  ,103102733563, 1室1厅 ,129.3,萧山, 其他 ,51.72,2015
 南 ,萧山新城区,,6,银河小区  ,103102736063, 1室1厅 ,88,萧山, 其他,37.3,
 南 ,奥体,,28,宝盛世纪中心  ,103102005490, 1室0厅 ,105,萧山, 其他,37.3,2017
 东 西 ,萧山市区, 有电梯,21,金地德圣中心  ,103102611895, 1室1厅 ,95,萧山, 其他 ,24.89,2017
 南 ,萧山市区, 有电梯,19,众安恒隆广场  ,103102764034, 1室2厅 ,132,萧山, 精装 ,56.12,2005
 北 ,萧山市区, 有电梯,19,众安恒隆广场  ,103102764043, 1室1厅 ,135,萧山, 精装 ,56.15,2005
 东 ,萧山开发区,,19,鸿兴城巧克力公馆  ,103102200117, 3室2厅 ,100,萧山, 简装,44.39,2016
 西南 ,萧山开发区,,19,鸿兴城巧克力公馆  ,103102777549, 5室2厅 ,145,萧山, 精装,44.61,2016
 南 ,萧山市区,,6,郁家弄  ,103102800319, 2室1厅 ,142,萧山, 简装,53.08,
 南 ,闻堰, 有电梯,32,通和戈雅公寓  ,103102108889, 4室2厅 ,750,萧山, 简装 ,263.91,2009
 南 北 ,萧山新城区, 有电梯,30,华瑞晴庐  ,103102508030, 3室2厅 ,355,萧山, 毛坯 ,89.26,2015
 南 ,萧山新城区, 无电梯,33,华瑞晴庐  ,103102616044, 3室2厅 ,328,萧山, 毛坯 ,88.6,2015
 南 ,萧山开发区,,17,永泰名苑  ,103102621921, 1室1厅 ,150,萧山, 精装,49.02,
 南 ,萧山新城区, 有电梯,30,华瑞晴庐  ,103102654399, 3室2厅 ,330,萧山, 其他 ,89.6,2015
 南 ,萧山开发区,,6,得力新和人家  ,103102716989, 3室1厅 ,240,萧山, 精装,97.76,
 南 ,萧山开发区,,18,中新御景湾  ,103102743958, 2室1厅 ,258,萧山, 精装,97.76,2013
 南 ,萧山开发区,,6,竹涛翠和人家  ,103102769652, 2室2厅 ,108,萧山, 精装,97.76,
 南 ,义桥,,11,绿都御景蓝湾  ,103102884684, 3室2厅 ,238,萧山, 精装,97.76,2017
 南 ,萧山新城区,,27,绿都百瑞广场  ,103101883133, 1室1厅 ,80,萧山, 精装,97.76,2004
 南 ,钱江世纪城, 无电梯,4,钱江新村二区  ,103102409433, 1室1厅 ,160,萧山, 其他 ,44.84,1995
 东北 ,萧山市区, 有电梯,17,金马同盛  ,103102620317, 2室1厅 ,230,萧山, 精装 ,90.02,2013
 北 ,钱江世纪城, 有电梯,26,世纪晶钻  ,103102415709, 1室1厅 ,125,萧山, 精装 ,44.1,2015
 南 北 ,萧山新城区, 无电梯,6,中誉现代城  ,103102164850, 4室1厅 ,352,萧山, 简装 ,140.53,2007
 东 南 北 ,湘湖,,8,湖畔宽邸  ,103102164905, 3室2厅 ,360,萧山, 毛坯,151,2007
 南 ,钱江世纪城, 有电梯,29,顺发江南丽锦  ,103102252412, 3室2厅 ,530,萧山, 毛坯 ,124.53,2014
 南 ,萧山开发区,,3,天乐云都  ,103102265885, 5室2厅 ,660,萧山, 精装,239.82,
 南 北 ,钱江世纪城, 有电梯,11,林之语  ,103102278189, 6室3厅 ,430,萧山, 简装 ,218.74,2012
 南 ,南部卧城, 有电梯,11,绿都四季花城  ,103102283100, 3室2厅 ,480,萧山, 精装 ,147.16,2002
 南 ,南部卧城,,18,汇宇花园  ,103102933429, 3室2厅 ,420,萧山, 精装,157.56,
 南 ,萧山新城区, 无电梯,6,明江苑  ,103102936883, 3室2厅 ,285,萧山, 简装 ,118.3,2004
 南 ,萧山市区,,6,渔家浜  ,103102954931, 3室1厅 ,165,萧山, 简装,54.04,
 南 ,南部卧城, 有电梯,19,香山四季公馆  ,103102345515, 3室1厅 ,175,萧山, 毛坯 ,90.9,2015
 南 ,南部卧城, 有电梯,19,香山四季公馆  ,103102582125, 2室1厅 ,150,萧山, 毛坯 ,90.9,2015
 南 ,萧山市区, 有电梯,14,众安恒隆广场  ,103102602521, 2室1厅 ,160,萧山, 精装 ,56.49,2005
 北 ,萧山新城区, 有电梯,7,保利霞飞郡  ,103102602650, 1室1厅 ,138,萧山, 精装 ,40.73,2013
 北 ,萧山市区, 有电梯,14,众安恒隆广场  ,103102653102, 1室1厅 ,93,萧山, 精装 ,40.73,2005
 南 ,南部卧城,,28,朝阳银座  ,103102685173, 1室1厅 ,140,萧山, 精装,57.74,2018
 南 ,萧山市区, 有电梯,27,金地德圣中心  ,103102694300, 1室1厅 ,140,萧山, 精装 ,49.28,2017
 南 ,奥体, 有电梯,30,众安嘉润公馆  ,103102385089, 2室2厅 ,350,萧山, 其他 ,91.52,
 南 ,南部卧城, 有电梯,25,嘉富广场  ,103102126151, 3室2厅 ,240,萧山, 简装 ,137,2009
 南 ,萧山市区,,6,龙发大厦  ,103102154628, 1室0厅 ,155,萧山, 简装,103.1,
 南 西 北 ,闻堰, 有电梯,26,隐龙湾  ,103102180248, 6室2厅 ,375,萧山, 毛坯 ,277.27,2010
 北 ,萧山新城区, 有电梯,7,保利霞飞郡  ,103102414812, 1室1厅 ,123,萧山, 精装 ,47.81,2013
 南 ,萧山市区,,27,知稼苑  ,103102618505, 4室2厅 ,350,萧山, 精装,176.23,
 南 ,萧山市区, 有电梯,24,知稼苑  ,103102618523, 6室2厅 ,570,萧山, 简装 ,292.65,
 南 北 ,萧山新城区, 有电梯,16,帝凯大厦  ,103102640687, 5室2厅 ,630,萧山, 精装 ,284.04,2000
 南 ,奥体, 有电梯,30,众安嘉润公馆  ,103102740057, 1室1厅 ,265,萧山, 精装 ,81.19,2014
 南 ,钱江世纪城, 有电梯,26,江南明城  ,103102742495, 4室2厅 ,295,萧山, 精装 ,159.25,2013
 南 西 ,奥体, 有电梯,30,众安嘉润公馆  ,103102764460, 2室2厅 ,339,萧山, 精装 ,91.52,2014
 东北 ,奥体, 有电梯,30,众安嘉润公馆  ,103102764491, 1室1厅 ,204,萧山, 精装 ,61.85,2014
 南 ,奥体, 有电梯,30,众安嘉润公馆  ,103102764499, 1室1厅 ,225,萧山, 精装 ,68.21,2014
 西北 ,南部卧城, 有电梯,19,香山四季公馆  ,103102853856, 3室1厅 ,140,萧山, 毛坯 ,79.8,2015
 南 ,萧山新城区, 有电梯,8,嘉利公寓  ,103102600826, 1室1厅 ,130,萧山, 其他 ,45.3,2003
 南 ,萧山市区, 有电梯,26,开元名都  ,103102620950, 2室2厅 ,215,萧山, 其他 ,107.58,1997
 东南 西北 ,湘湖, 无电梯,5,风情街小区  ,103102623485, 2室0厅 ,160,萧山, 其他 ,54.85,
 南 ,萧山新城区, 有电梯,23,萧山宝龙城市广场  ,103102651743, 3室1厅 ,170,萧山, 简装 ,84.99,2016
 南 北 ,奥体, 有电梯,30,众安嘉润公馆  ,103102667241, 1室1厅 ,205,萧山, 其他 ,65.02,2014
 西南 ,钱江世纪城, 有电梯,38,丽晶国际  ,103102712175, 3室2厅 ,480,萧山, 其他 ,147.73,2015
 南 ,奥体, 有电梯,30,众安嘉润公馆  ,103102713144, 1室1厅 ,238,萧山, 精装 ,71.33,2014
 南 ,钱江世纪城, 有电梯,18,佳境天城人合苑  ,103102204036, 2室2厅 ,400,萧山, 精装 ,104.73,2007
 南 ,南部卧城,,6,南城景园  ,103102284152, 4室2厅 ,280,萧山, 毛坯,150,2012
 南 ,钱江世纪城, 有电梯,33,德信泊林春天  ,103102533961, 4室2厅 ,340,萧山, 毛坯 ,106.84,2017
 南 北 ,湘湖, 无电梯,6,奥兰多小镇  ,103102626147, 3室2厅 ,435,萧山, 精装 ,133.02,2007
 东 南 北 ,萧山新城区, 有电梯,18,中国铁建青秀城  ,103102636991, 3室2厅 ,400,萧山, 毛坯 ,88.88,2015
 东 南 北 ,义桥, 有电梯,26,绿都御景蓝湾  ,103102674013, 3室2厅 ,235,萧山, 毛坯 ,88.88,2017
 南 ,义桥,,11,绿都金域东方  ,103102675035, 3室2厅 ,215,萧山, 其他,88.49,2017
 南 北 ,萧山市区,,4,雅云花园  ,103102723297, 4室2厅 ,325,萧山, 精装,119.64,
 南 西 北 ,萧山新城区, 有电梯,18,中国铁建青秀城  ,103102355942, 4室2厅 ,480,萧山, 简装 ,129,2015
 南 ,钱江世纪城, 有电梯,29,顺发康庄  ,103102413046, 4室2厅 ,400,萧山, 毛坯 ,122.39,2012
 南 ,萧山开发区,,7,明华明辉花园  ,103102464403, 4室2厅 ,400,萧山, 毛坯,178.81,2002
 南 ,义桥, 无电梯,6,三水一生  ,103102479489, 3室2厅 ,265,萧山, 其他 ,131.81,2003
 南 北 ,闻堰, 无电梯,5,湘湖人家  ,103102479498, 4室2厅 ,350,萧山, 精装 ,139.12,2007
 南 ,义桥,,27,绿都御景蓝湾  ,103102505378, 3室2厅 ,250,萧山, 毛坯,88.27,2017
 南 北 ,湘湖, 无电梯,6,湘湖家园  ,103102508706, 2室1厅 ,320,萧山, 其他 ,100.39,2004
 南 ,湘湖, 无电梯,6,美之园西区  ,103102555031, 3室2厅 ,340,萧山, 精装 ,109.27,2005
 南 ,南部卧城, 有电梯,25,南江商业中心  ,103102594058, 2室1厅 ,130,萧山, 其他 ,64.56,2016
 南 ,西兴,,31,万科金辰之光  ,103102602718, 3室2厅 ,375,萧山, 精装,78.53,2017
 南 北 ,萧山新城区, 有电梯,34,中国铁建江南国际城  ,103102603972, 3室2厅 ,490,萧山, 毛坯 ,118.7,2017
 南 北 ,大江东, 有电梯,15,重汽嘉泽苑  ,103102609635, 2室2厅 ,180,萧山, 毛坯 ,118.7,2013
 东 西 ,萧山市区, 有电梯,21,金地德圣中心  ,103102611873, 1室1厅 ,105,萧山, 其他 ,24.89,2017
 南 北 ,萧山新城区, 有电梯,18,高运莱茵传奇  ,103102620923, 4室2厅 ,500,萧山, 其他 ,122.04,2016
 南 北 ,萧山市区, 无电梯,6,新桥园  ,103102620955, 2室1厅 ,188,萧山, 其他 ,56.92,1993
 南 ,义桥, 无电梯,5,三水一生  ,103102621250, 3室2厅 ,298,萧山, 其他 ,130,2003
 南 ,大江东,,15,德意空港国际  ,103102635720, 4室2厅 ,290,萧山, 毛坯,132.75,2013
 南 ,萧山新城区, 有电梯,18,高运莱茵传奇  ,103102648310, 3室2厅 ,400,萧山, 其他 ,92.95,2016
 南 北 ,西兴,,31,万科金辰之光  ,103102652154, 3室2厅 ,395,萧山, 其他,89.05,2017
 南 ,钱江世纪城, 有电梯,11,佳境天城境合苑  ,103102653710, 3室2厅 ,360,萧山, 精装 ,58.29,2007
 南 北 ,萧山开发区,,27,融创东南海  ,103102669597, 4室2厅 ,345,萧山, 其他,106.11,2017
 南 ,萧山市区,,6,金家桥公寓  ,103102723205, 3室2厅 ,240,萧山, 精装,95.18,
 南 ,南部卧城,,30,光明尚海湾  ,103102751339, 3室2厅 ,280,萧山, 精装,87.56,2016
 南 北 ,萧山新城区, 有电梯,30,龙湖旭辉春江悦茗  ,103102753703, 3室2厅 ,407,萧山, 简装 ,89.25,2017
 南 ,萧山市区,,6,南门江住宅区  ,103102755112, 2室1厅 ,160,萧山, 简装,56.02,
 南 北 ,湘湖, 无电梯,6,湘湖家园  ,103102755371, 3室2厅 ,385,萧山, 简装 ,140,2004
 南 北 ,萧山市区, 无电梯,6,回澜南园  ,103102760921, 3室2厅 ,270,萧山, 简装 ,93.3,1993
 南 ,萧山市区, 无电梯,6,红枫小区  ,103102770744, 2室2厅 ,350,萧山, 简装 ,94.37,2000
 南 北 ,闻堰, 无电梯,5,通和戈雅公寓  ,103102771769, 3室2厅 ,440,萧山, 简装 ,135.38,2007
 南 ,义桥, 有电梯,11,南岸花城  ,103102783559, 3室2厅 ,240,萧山, 毛坯 ,104.56,2010
 南 ,萧山开发区,,18,明华明辉花园  ,103102789070, 4室2厅 ,335,萧山, 简装,165,2002
 东 ,萧山新城区, 有电梯,30,开元加州阳光小区  ,103102791671, 1室1厅 ,74.5,萧山, 其他 ,41.39,2005
 南 北 ,闻堰, 无电梯,6,相墅花园  ,103102792524, 3室2厅 ,250,萧山, 毛坯 ,102.62,2008
 南 ,南部卧城,,30,恒大帝景  ,103102680810, 3室1厅 ,308,萧山, 精装,84.53,2016
 南 ,萧山市区,,6,崇化住宅区  ,103102727473, 2室1厅 ,159,萧山, 精装,84.53,
 南 ,钱江世纪城, 有电梯,22,林之语  ,103102850870, 2室2厅 ,280,萧山, 其他 ,92.68,2012
 南 北 ,闻堰, 有电梯,26,湘湖人家  ,103102861232, 3室2厅 ,325,萧山, 精装 ,118.31,2007
 南 北 ,奥体, 有电梯,30,众安嘉润公馆  ,103102904074, 1室1厅 ,160,萧山, 精装 ,118.31,2014
 南 ,南部卧城,,28,朝阳银座  ,103102340169, 3室2厅 ,217.2,萧山, 精装,86.88,2018
 南 北 ,湘湖, 有电梯,15,绿城丁香公馆  ,103101855135, 3室2厅 ,357,萧山, 精装 ,162.31,2011
 南 ,萧山新城区, 有电梯,30,华瑞中心  ,103102391962, 3室2厅 ,350,萧山, 精装 ,140.05,2006
 南 ,钱江世纪城, 有电梯,17,万科大家世纪之光  ,103102546840, 3室2厅 ,470,萧山, 精装 ,140.05,2018
 南 ,南部卧城, 有电梯,25,南江商业中心  ,103102567211, 2室1厅 ,110,萧山, 简装 ,64.56,2016
 南 北 ,南部卧城, 有电梯,19,香山四季公馆  ,103102646848, 3室2厅 ,168,萧山, 简装 ,79.8,2015
 南 ,钱江世纪城, 有电梯,13,顺发美哉美城  ,103102568805, 3室2厅 ,470,萧山, 精装 ,81.43,2017
 南 ,萧山市区, 有电梯,27,金地德圣中心  ,103102447936, 3室1厅 ,400,萧山, 毛坯 ,89.23,2017
 南 ,萧山市区, 有电梯,27,金地德圣中心  ,103102673453, 1室1厅 ,115,萧山, 精装 ,49.34,2017
 南 ,南部卧城, 有电梯,25,憬天国际名座  ,103102695636, 1室1厅 ,73,萧山, 精装 ,49.34,2013
 南 ,义桥, 有电梯,27,绿都御景蓝湾  ,103102587362, 3室1厅 ,265,萧山, 精装 ,49.34,2017
 南 西 北 ,萧山新城区, 有电梯,7,保利霞飞郡  ,103102682542, 2室1厅 ,166,萧山, 精装 ,69.19,2013
 南 ,南部卧城, 有电梯,19,香山四季公馆  ,103102444284, 3室1厅 ,140,萧山, 毛坯 ,79.8,2015
 南 ,钱江世纪城, 有电梯,23,金昌春和钱塘  ,103102539381, 3室2厅 ,435,萧山, 精装 ,86.28,2015
 南 ,萧山市区, 无电梯,5,高桥小区  ,103102570926, 2室1厅 ,200,萧山, 其他 ,57.9,1995
 南 ,萧山市区, 无电梯,6,城桥路81号  ,103102633138, 2室1厅 ,130,萧山, 其他 ,57.9,
 南 ,西兴,,34,万科金辰之光  ,103102633382, 4室2厅 ,445,萧山, 精装,89.13,2017
 南 ,湘湖, 有电梯,15,绿城丁香公馆  ,103102660776, 1室1厅 ,200,萧山, 其他 ,69.98,2011
